"","Mu_d","Sigma","Tau_nd","Sigma_d","Beta","Theta","Weight"
"1",0.00735863789959897,0.0190216032348427,0.425070759796302,0.000154118361072792,0.292049669748224,0.205487071829128,0.645793885691182
"2",0.00941946599556295,0.0229897862395479,0.319538068865215,0.000128861186526444,0.307117804298759,0.143767670504898,0.863147898442715
"3",0.00794833801773353,0.0260843290939363,0.354491506457531,0.000143611810784429,0.217463787445478,0.157289832945202,0.747416898461276
"4",0.00721003255996748,0.0246985721377699,0.382213982688688,0.000142811398032391,0.272112981371687,0.18184445131278,0.867669547487106
"5",0.00830947635911385,0.0298881474366091,0.274708372119692,0.000152910426286686,0.271020294327558,0.158349921193916,0.598738725037484
"6",0.00554108192984201,0.0190924669914837,0.357030131124686,0.000162332509458437,0.228624939897994,0.145713918639792,0.61991282396413
"7",0.00810216852137975,0.0207340353321722,0.332105620983969,0.000153119894452944,0.238564217458502,0.169613483017123,0.488864504174495
"8",0.0064661653033612,0.0239559856092413,0.21772037926153,0.000170845251342154,0.257219761057249,0.205910303819942,0.624242444061953
"9",0.00659045702139411,0.0189121138528577,0.27036275189949,0.000178494362896475,0.306134016515528,0.188693459784727,0.753076128838182
"10",0.00679440294972923,0.0243769226206034,0.415550953798653,0.00014624057904692,0.180275537098939,0.168224877542162,0.619327734656303
"11",0.00598959404917247,0.0241251890162472,0.261756661819395,0.000176680102426994,0.291191819561357,0.182125247729981,0.744227554185618
"12",0.00885195722775796,0.025376747394296,0.34786050098079,0.000179473950472129,0.202251009824122,0.142970770629762,0.874687751296192
"13",0.0068501437922804,0.028498470802639,0.401107605495094,0.000128209162887062,0.223774100134464,0.179069318666127,0.607785495244428
"14",0.00801167061289234,0.0257476136447849,0.306164792750826,0.000174842234980421,0.243320827904144,0.166179663722327,0.675668311246672
"15",0.00820176043268136,0.0286238015263327,0.371476570046817,0.000151754343057122,0.211634265315512,0.181785561545077,0.658699440753524
"16",0.0077815614268769,0.0259250911661678,0.308913568822121,0.000123018304026057,0.224551727734339,0.178572330598931,0.710819818912948
"17",0.0079135274344715,0.0150095960869824,0.303408501043726,0.000169021989728549,0.300463013130394,0.202420675040377,0.803645075436373
"18",0.00617883365844518,0.0176431165549262,0.307647528347741,0.000128259523005258,0.201295565839346,0.177689485835548,0.83038122877472
"19",0.0078865274827348,0.030521233721762,0.353533424647527,0.000208398632269271,0.218369631423893,0.210056570162624,0.886096561707037
"20",0.00766175388425494,0.0278000736896659,0.284293201618392,0.000150895301878267,0.241688759087116,0.203675866590525,0.841167581234999
"21",0.00669896580943949,0.0257325241923008,0.281726712124972,0.000148296838155311,0.277941280914409,0.156663246715882,0.5890494501122
"22",0.0080002257489772,0.0181622104459485,0.375216024083976,0.000155467955451253,0.185976132649104,0.186392293580481,0.767186460608864
"23",0.00676591942669715,0.0216203560264647,0.334489380951546,0.000160375923096087,0.208011502542989,0.175867089700531,0.72487755391237
"24",0.00655157572336206,0.0209634939244714,0.32843424156045,0.0001430083082343,0.310986798058778,0.148279635494337,0.886161133971078
