"","Mu_d","Sigma","Tau_nd","Sigma_d","Beta","Theta","Weight"
"1",0.00655645491464295,0.0222921926087095,0.280251493719916,0.000180198167148122,0.231889558117141,0.164752858910362,0.74296777760624
"2",0.00691931577560525,0.0246332831819083,0.326240043073108,0.000149782886480338,0.223354738119459,0.186933556836497,0.587190272960417
"3",0.00638651473642919,0.0244217550242104,0.306916129440094,0.000126808000323181,0.277543623153049,0.194067459261256,0.7095095527587
"4",0.00626487700804561,0.0197834304638875,0.330092246701984,0.000131613357983122,0.274295153995082,0.192120091866373,0.816825883570551
"5",0.00585865507966502,0.0201428082876277,0.259084987036424,0.00013211836427163,0.204872941251745,0.188860994418785,0.571562874980922
"6",0.00681425713763982,0.0234029831860733,0.369689551678201,0.000149729339887231,0.168995439020308,0.178497328544597,0.485811825815818
"7",0.00674682493967614,0.0230788097173251,0.293958399450659,0.000132583604167599,0.183160421230546,0.177446531905008,0.742312390259421
"8",0.00676849701561519,0.0253197002504509,0.358528501327985,0.000156078382156613,0.230212242513718,0.168684495513305,0.679949124944288
"9",0.00589349860193585,0.0216513059354004,0.220200464938518,0.000145127461999546,0.271929286999487,0.159232499048827,0.71804345993005
"10",0.00853029508434278,0.0222056034575585,0.322240689277242,0.000146994630164975,0.264263391603628,0.138099997055775,0.731165380519659
"11",0.00722541817111238,0.0233577010341439,0.33879687797579,0.000154517654383165,0.230281085382243,0.193164241710129,0.706955603022372
"12",0.00723404804102121,0.0230347539671141,0.36726212770713,0.000125708364139676,0.219520878232501,0.171933828932872,0.733309915895212
"13",0.00586723031040848,0.0200012032486121,0.376817758094286,0.000160955521937469,0.208290908952933,0.186362872767777,0.66244256468641
"14",0.00778004531761654,0.0230633604503173,0.346380738150053,0.000128340966755848,0.25279737409393,0.172080297848376,0.639864544141979
"15",0.00701150447757742,0.0236222953795611,0.366907069208063,0.000113540876470406,0.223819042773175,0.20680278488933,0.700838570357169
"16",0.00927646909960596,0.0290826456744832,0.240658314629638,0.00013671775322283,0.214558845510805,0.18164059401533,0.752307685573468
"17",0.00806494201032153,0.01825783828322,0.327311046795643,0.000151908280054506,0.319569555364463,0.129910106642166,0.93214695415942
"18",0.00689384343936539,0.0179171004229231,0.424905658100919,0.000157193665419903,0.252011383067508,0.173515684558779,0.737109697894003
"19",0.00573426453258444,0.0219670832848348,0.254338065190445,0.000167402625745554,0.223034418616795,0.190477674291464,0.98231676712616
"20",0.00733446486070852,0.0258959656575645,0.351539662425895,0.000193151319260594,0.240733970257403,0.212534101467037,0.688272568594629
"21",0.00709106551984898,0.0273469542789209,0.252267264002369,0.000133374871926986,0.216501065582321,0.165552417052387,0.723024936663768
"22",0.00879533200408255,0.0194758017350583,0.364097714317649,0.000186779510351177,0.279810656092418,0.145952019820713,0.943831269144036
"23",0.00551822046800942,0.0221961335395248,0.351466194219945,0.000149674192137986,0.323838856973638,0.160180987905156,0.617317944414995
"24",0.00730623386596499,0.0201239855474647,0.370435507399497,0.000154826996969724,0.274894123116921,0.1723693539107,0.836423499913291
