"","Mu_d","Sigma","Tau_nd","Sigma_d","Beta","Theta","Weight"
"1",0.00975722689594041,0.0118792913697689,0.411585628854686,0.00028655449963052,0.462720707855947,0.201209380084659,0.78776685403146
"2",0.00686082371347615,0.0195567483680489,0.297701366066967,0.000251563918971228,0.400079211655297,0.154113172407435,0.755122880671129
"3",0.00603431226481132,0.019225010309071,0.252730874175915,0.000235808235984076,0.424983649690161,0.168091038302172,0.676117573344234
"4",0.00873554258630554,0.0209377818652338,0.561526791440729,0.000311453168538985,0.302961381247533,0.151177733104199,0.829759683705419
"5",0.006024725673389,0.0179232970732818,0.34988643498486,0.000217328064235266,0.373495403220609,0.172603613399945,0.786446471238422
"6",0.00953509531719634,0.022063932986069,0.319962880923387,0.000254260599427948,0.436216778015633,0.190227389280479,0.827582075019318
"7",0.00802496795375405,0.0166146798239897,0.398201797170577,0.000199871012395068,0.394562000358514,0.159872652371895,0.594908938518829
"8",0.00811643308001773,0.0270058105675362,0.420725873156691,0.000279914751487322,0.382526573502308,0.223307228666973,1.07445768255414
"9",0.00899643430893644,0.0185442889719755,0.218458876131849,0.000225363340843915,0.369059715220725,0.19377115641805,0.646974271747689
"10",0.00596523675564753,0.0196244188053164,0.36922240075983,0.000264539365754648,0.231569833322966,0.169805750052578,0.709900242664035
"11",0.0055497568460169,0.0189478828037902,0.341644244582995,0.000204847873077344,0.440209885340072,0.156638584412522,0.692155183127948
"12",0.00706920582753506,0.0304175648304071,0.306576891889756,0.000341470263875894,0.25205064969016,0.225765442610738,0.680727958616539
"13",0.00762648294680785,0.0264961228858134,0.335266099292804,0.000194012864714733,0.523048583899699,0.210998612268339,0.819391330206833
"14",0.00729689675963549,0.0206984664066115,0.34657452540295,0.000312612057775807,0.472910145241973,0.145565489294558,0.845413798591501
"15",0.00862581253663914,0.0191786663019661,0.324570825932476,0.000227106967398568,0.437494487689259,0.13911533727711,0.802386898569408
"16",0.00782565601480765,0.0242528914299369,0.469974802274936,0.000254571144123365,0.3555955717036,0.205776056812928,0.68278212136915
"17",0.0070567445026313,0.0278936158367769,0.339462228908952,0.0002429616809352,0.476265820481807,0.181646773007962,0.872384992598359
"18",0.00473270881223277,0.0252851325224205,0.238681544092203,0.000242662009871409,0.497049376798552,0.251699631142687,0.558906858078417
"19",0.00796268386870422,0.0187326512149077,0.359578421298828,0.000357572506674698,0.476106668788975,0.19216024216521,0.657623805822385
"20",0.00631697561768646,0.0168595876796639,0.456752676132074,0.00025335826769648,0.526900499553052,0.18014683335323,0.689888675263668
"21",0.00641715418013841,0.0277374859248374,0.316643520824301,0.000307708730275713,0.356141402222346,0.188740428476411,0.732279407975587
"22",0.0097800554006944,0.0220358068675228,0.442830633827021,0.000313565273462,0.395696290086061,0.17414666224589,0.765473324253081
"23",0.00819872571867003,0.0202988225075184,0.229238118676235,0.00021729880417037,0.390507339570349,0.10140097286343,1.09707465861987
"24",0.00580888618602525,0.0251316770019781,0.235730872617125,0.000166827850059886,0.433339386018517,0.197813987142723,0.491264961873156
