"","Mu_d","Sigma","Tau_nd","Sigma_d","Beta","Theta","Weight"
"1",0.00728985677347708,0.0265731400242152,0.36586112244637,0.0001430780968059,0.33931266739045,0.146396666759522,1.11575268069918
"2",0.00678073085979617,0.0206011525973723,0.373921510117216,0.000148995776933549,0.271473895555112,0.197909960322031,0.870304329913148
"3",0.00710101067597953,0.0232347578555861,0.399347881194754,0.00018869995192025,0.324315827613671,0.137357281864252,0.66288608738126
"4",0.00727544320202646,0.0204187609442803,0.341416910891708,0.000148394466274637,0.352494946331377,0.138092596381016,0.62736428189411
"5",0.00981749395535985,0.0338315227145679,0.321459121848823,0.000168284997575664,0.279394538999778,0.182558658872934,0.599032029717713
"6",0.00892225510246547,0.0239181735589904,0.340729506781472,0.000132539731806095,0.254375588980337,0.181259397627003,0.765121282002032
"7",0.00457427450967311,0.0260260114796931,0.527045753265778,0.000148232574512541,0.271432814645037,0.194009682916603,0.540054696507353
"8",0.00727227738398849,0.0256838817802427,0.334450671988794,0.000164341748142689,0.158163096693581,0.131824387835442,0.627822067726052
"9",0.00577437801665562,0.0239729124026089,0.326043181037456,0.00017550093279917,0.24588700848384,0.186581941878878,0.745373400218923
"10",0.00904638639152378,0.0298466759327539,0.25467035801736,0.00013531122128098,0.208379371160856,0.170535045293335,0.636297205476628
"11",0.00609462252598818,0.0180202745584119,0.298337600202204,0.00014469472744223,0.157311157570097,0.1740354569368,0.662215560589973
"12",0.0106492811324714,0.0259779706373495,0.385851609316534,0.000188520422231753,0.194221601886015,0.18970185912046,0.69833738958342
"13",0.00626340519238345,0.0192354264677014,0.277396546384282,0.000127219259759554,0.305842886623624,0.14482162148795,0.688180814603859
"14",0.00897935038154047,0.0150666039752767,0.363228929653966,0.000165713890524264,0.202210475443292,0.161692524236623,0.78581955498936
"15",0.0093885920289114,0.0296897348579167,0.351915308591345,0.000146665465227425,0.213056055132852,0.147213131208368,0.530638022041884
"16",0.00706322481210045,0.0161745949005642,0.323859639541759,0.000134695653889207,0.238517458928552,0.186217701650107,0.804741138022278
"17",0.00622818347904841,0.0291986833705337,0.265419352105126,0.000140094692167519,0.238976924633382,0.196400488487315,0.874243292157142
"18",0.00882098849212925,0.026962247627257,0.379632475238508,0.000182985223782878,0.34003216581551,0.167573497393063,0.545376415435883
"19",0.00801355561495167,0.0276229415163036,0.270696411189821,0.000133470935638189,0.36253177417567,0.201362189268948,0.772734415075007
"20",0.00845437416767278,0.0255976896224816,0.383154013243601,0.000158855179240528,0.250136300849903,0.215239699837936,0.621247299493775
"21",0.00703371815225916,0.0295963399998941,0.456049157810984,0.000156534527481293,0.373940529598966,0.151347366840354,0.763455472513381
"22",0.00706571287453478,0.0268593240743619,0.416865294870936,0.000197234674626018,0.189365560097082,0.111891913983857,0.744447065349588
"23",0.00942101948363635,0.026394842884721,0.414030020429705,0.000161024207147669,0.26866526382358,0.122613120110642,0.479584819682277
"24",0.00872666165793436,0.0314548444850437,0.396123507769151,0.000144182879606418,0.236562304538753,0.176914281709059,0.448114584290315
