"","Mu_d","Sigma","Tau_nd","Sigma_d","Beta","Theta","Weight"
"1",0.0122997774495856,0.0102552824399651,0.341394262943472,0.000153033434405652,0.237598261397966,0.244356461063252,0.821471627490578
"2",0.00684851648438899,0.0238960852070927,0.37278242534424,0.000176675941793047,0.28701445101173,0.164131166584124,0.545429620075103
"3",0.00530340463914932,0.0281681917560918,0.26187304440878,0.000175359847569973,0.235280988078846,0.200830712462571,0.891954049654597
"4",0.0090379907613344,0.0212412339869406,0.414281856342058,0.000135859188532821,0.267233547068758,0.173305514060153,1.01641245546338
"5",0.00711337700461461,0.0226799965158912,0.432547450381662,0.000192235794256353,0.257035912625596,0.154038073972991,0.782427554908234
"6",0.0088769937687584,0.0163023714584035,0.32307787512471,9.94999933526498e-05,0.18880118803273,0.197819428714581,0.638103077705128
"7",0.00626204457665754,0.0297769841626035,0.29990620370332,0.000116534445667664,0.254431692260904,0.24247248201707,0.674950848461328
"8",0.00580384276067632,0.0302122921165219,0.21411004545948,0.000164654245986066,0.290662259725039,0.226624165297894,0.743799234930177
"9",0.00835330424110508,0.0194071935468311,0.326610361141657,0.0001619744979125,0.166582081393824,0.106870406120418,0.951895818934231
"10",0.00560660280917368,0.0202106595523736,0.375714704637701,0.000159160842735616,0.284488810195745,0.171978649707166,0.742070619582516
"11",0.00671016358256813,0.026820768641155,0.259401738814654,0.000118189117898454,0.284022637934485,0.11417474294888,0.654257070559096
"12",0.00732917581311457,0.0290667592406129,0.342069807041196,0.00017149867692283,0.345150386598013,0.107577225491688,0.52144418482914
"13",0.00667434504291312,0.0258593827520948,0.381268465303389,0.000144653962202393,0.274545146429398,0.137039783813069,0.700760753448597
"14",0.0060813952770078,0.0264954044999873,0.388820996666933,8.78764648004152e-05,0.286666124424487,0.253765843851878,0.384344079866336
"15",0.00564506567660462,0.0242675818185917,0.350791088706909,0.000200494825834037,0.213218589879298,0.221760432116335,0.94941392581321
"16",0.00693012173207236,0.0320950127351182,0.278860372194656,0.000145232416454516,0.254172697154548,0.213686535915703,0.60849515796144
"17",0.00310029275325827,0.0221806887699952,0.411276972548389,0.000118388106629636,0.223984331674918,0.140133912527219,0.842707996036789
"18",0.00549521241344144,0.0190580952091773,0.403718032993699,0.000142092612194021,0.227947799799147,0.114151270940093,0.737169226038948
"19",0.00743662939232475,0.0204771097406052,0.194140793458452,0.000174616679718884,0.236913184343093,0.129265019783583,0.968089672061808
"20",0.00691996404909011,0.0266310560366523,0.310595548970356,0.00020517479025673,0.319133220688062,0.150126409534774,0.581952945532767
"21",0.00981697513456611,0.0243550737575131,0.35945795307836,0.000181973807996662,0.255594155023782,0.152694938897137,0.73245073167979
"22",0.00699728370821991,0.0292152409211064,0.270582895026624,0.000136405132639885,0.20126052641462,0.239746733538559,0.729966838604384
"23",0.0067533836036855,0.0174269142014321,0.519590658577813,0.000135943648202482,0.312335354032897,0.160446501808028,0.513972518686903
"24",0.00848644157858111,0.0303905963663425,0.290022577026409,6.18994253230672e-05,0.243897387358495,0.170478525025837,0.645731487473708
