"","Mu_d","Sigma","Tau_nd","Sigma_d","Beta","Theta","Weight"
"1",0.00784206801112143,0.0215917150623048,0.292289001843873,0.000136610206153369,0.281999511839851,0.16643124185927,0.768926155379851
"2",0.00726923636491563,0.0236805249387919,0.302943794184226,0.000149810040935899,0.269618721456077,0.17636883833167,0.71648454658909
"3",0.00770999218980309,0.0254248883878314,0.390945000495191,0.000152204625460862,0.274449046968291,0.187658897655393,0.662413859438856
"4",0.0067410122286165,0.0249252501390817,0.370646579987692,0.000158415383214952,0.244358375526659,0.172251642587102,0.652825302562775
"5",0.00778338131444706,0.0225432356905378,0.314825738436469,0.000138297451968048,0.232641486221697,0.189063674085609,0.731365725900525
"6",0.00832282668070878,0.0221591825222467,0.316645032495562,0.000139245629092634,0.261034787250163,0.157337760871581,0.668130573069009
"7",0.0069419182197245,0.0251748641972893,0.410146441306883,0.000121172069560105,0.221742191884383,0.190837404778484,0.684475943456433
"8",0.00707714965229451,0.0295053092162267,0.381875356070976,0.000161246267061781,0.282523461970055,0.129877634759694,0.688010082312387
"9",0.00600774918312177,0.0193158145210407,0.339863550090222,0.000161173895703696,0.241215576650891,0.197246561515894,0.74236819189762
"10",0.00614098054712252,0.0198723504780502,0.316510914216928,0.000150100271057153,0.217485609230151,0.194230774364268,0.723775262195396
"11",0.00838396032916196,0.0233191219573131,0.339415711134888,0.000161818500600601,0.257605599348866,0.196360645610714,0.785747142396157
"12",0.00781981944041987,0.0268766638609898,0.294796391738539,0.000176718271214882,0.266844514247541,0.160741330262188,0.788058884996118
"13",0.00776828711005503,0.0212703639542197,0.312209037436548,0.000170635622388124,0.252275457433466,0.151168156439715,0.708337519400889
"14",0.00772431334869324,0.022479226610726,0.315279360695041,0.000140144161186445,0.220169973365515,0.165133455913932,0.661406272247127
"15",0.00701840248923735,0.0197770758530221,0.352877838857762,0.000119159982582283,0.287305306231826,0.152002828736993,0.800865967036249
"16",0.00791932907529551,0.0256021667610153,0.340990703961894,0.000136361786732127,0.229236429123168,0.15403625108974,0.661353999569005
"17",0.00687868029784377,0.023051953773287,0.345283024737692,0.000155684009201546,0.251895272696444,0.151838610207467,0.885087970924051
"18",0.00824510178353061,0.025615354835222,0.400444581987921,0.000169509921924211,0.249475002832594,0.134279872445763,0.677459833369579
"19",0.00692484451384139,0.0185565610926666,0.318981763158732,0.000151901910577997,0.275941590808196,0.181930374653173,0.759451528058793
"20",0.00879444831046067,0.0213156904715144,0.313453991565698,0.000134038733081004,0.218270068216579,0.163668553791199,0.77892313216358
"21",0.00606088238129947,0.0238201354458153,0.311675828338566,0.000153751664119357,0.29224899854662,0.161138576091861,0.747018488190615
"22",0.00750173585924222,0.0193942393263357,0.330465137763407,0.000155045353841063,0.276795962484663,0.16308941171822,0.847233448381095
"23",0.00693519248105636,0.0239550953560304,0.305976733788442,0.000162236887581325,0.23672572502814,0.207778053196639,0.796096402715089
"24",0.00810586540025172,0.0229949580607841,0.403720584578975,0.000144030097373146,0.215049228106852,0.156360003080006,0.633479682881453
